Name,Sex,Event,Equipment,Age,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Bench1Kg,Bench2Kg,Bench3Kg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,MeetCountry,MeetState,MeetName,Federation,Date,Sanctioned
Wayne Johns,M,SBD,Single-ply,,Open,90.0,90,,,,,,,,,,577.5,1,373.41,368.67,353.34,63.73,,Australia,SA,SA Grading Competition,AusPF,1993-04-18,Yes
Steve Little #1,M,SBD,Single-ply,32.5,Open,110.0,110,,,,,,,,,,560.0,2,331.67,329.56,314.97,56.07,,Australia,SA,SA Grading Competition,AusPF,1993-04-18,Yes
Chris Niarros,M,SBD,Single-ply,,Open,110.0,110,,,,,,,,,,710.0,1,420.51,417.83,399.34,71.09,,Australia,SA,SA Grading Competition,AusPF,1993-04-18,Yes
Natalie Smith #1,F,B,Single-ply,,Masters 1,56.0,56,,,,,,,,,,35.0,1,40.57,41.18,36.43,22.89,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Sue Trevence,F,B,Single-ply,,Open,56.0,56,,,,,,,,,,55.0,1,63.75,64.71,57.24,35.97,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Pam Hancock,F,B,Single-ply,,Masters 1,67.5,67.5,,,,,,,,,,50.0,1,51.62,51.03,45.02,28.96,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Debbie Matthews,F,B,Single-ply,,Open,75.0,75,,,,,,,,,,70.0,1,68.18,66.54,58.54,38.38,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Julie Russell,F,B,Single-ply,43.0,Masters 1,82.5,82.5,,,,,,,,,,100.0,1,92.81,90.0,78.78,52.58,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Donna Jaensch,F,B,Single-ply,20.5,Juniors,85.6,90,,,,,,,,,,70.0,1,63.84,61.85,54.0,36.28,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Julie Ann Holmes,F,B,Single-ply,29.5,Open,90.0,90,,,,,,,,,,100.0,1,89.15,86.41,75.11,50.91,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Antoinette Bennett,F,B,Single-ply,,Sub-Juniors,60.0,60,,,,,,,,,,35.0,1,38.8,39.02,34.48,21.8,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
David Graham,M,B,Single-ply,,Masters 3,60.0,60,,,,,,,,,,62.5,1,52.75,53.3,52.05,30.17,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Michael Venning,M,B,Single-ply,,Open,60.0,60,,,,,,,,,,95.0,1,80.18,81.02,79.12,45.86,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Charlie McMahon,M,B,Single-ply,,Masters 2,67.5,67.5,,,,,,,,,,80.0,1,61.66,61.68,59.87,33.93,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Michael Ticehurst,M,B,Single-ply,,Sub-Juniors,67.5,67.5,,,,,,,,,,62.5,1,48.17,48.19,46.78,26.5,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
David Thistle,M,B,Single-ply,,Masters 2,75.0,75,,,,,,,,,,110.0,1,78.92,78.38,75.74,42.35,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Terry Ticehurst,M,B,Single-ply,,Sub-Juniors,75.0,75,,,,,,,,,,70.0,3,50.22,49.88,48.2,26.95,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Ashley Lukey,M,B,Single-ply,,Sub-Juniors,75.0,75,,,,,,,,,,80.0,1,57.39,57.0,55.08,30.8,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Darren Drewet,M,B,Single-ply,,Open,75.0,75,,,,,,,,,,80.0,1,57.39,57.0,55.08,30.8,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Travis George,M,B,Single-ply,,Sub-Juniors,75.0,75,,,,,,,,,,72.5,2,52.01,51.66,49.92,27.91,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Peter Donhardt,M,B,Single-ply,,Open,75.0,75,,,,,,,,,,67.5,2,48.43,48.1,46.47,25.99,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Terry Hunter,M,B,Single-ply,,Juniors,75.0,75,,,,,,,,,,97.5,1,69.95,69.47,67.13,37.54,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Dan Juers,M,B,Single-ply,,Masters 2,82.5,82.5,,,,,,,,,,100.0,2,67.74,66.99,64.46,35.75,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Robert Withers,M,B,Single-ply,,Masters 2,82.5,82.5,,,,,,,,,,110.0,1,74.51,73.69,70.9,39.32,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Eric Howard,M,B,Single-ply,,Masters 1,82.5,82.5,,,,,,,,,,110.0,1,74.51,73.69,70.9,39.32,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Jim Economos,M,B,Single-ply,,Open,82.5,82.5,,,,,,,,,,130.0,1,88.06,87.09,83.8,46.47,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Dean Allen,M,B,Single-ply,,Open,82.5,82.5,,,,,,,,,,115.0,2,77.9,77.04,74.13,41.11,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Eugene Hogarth,M,B,Single-ply,,Open,82.5,82.5,,,,,,,,,,85.0,3,57.58,56.94,54.79,30.39,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
John Thomson,M,B,Single-ply,,Open,90.0,90,,,,,,,,,,92.5,2,59.81,59.05,56.59,31.2,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Burk McCourt,M,B,Single-ply,,Juniors,90.0,90,,,,,,,,,,,DQ,,,,,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Ray Dobbin,M,B,Single-ply,29.5,Open,88.75,90,,,,,,,,,,160.5,1,104.52,103.2,98.97,54.62,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Harvey Huxtable,M,B,Single-ply,,Masters 2,90.0,90,,,,,,,,,,140.0,1,90.52,89.38,85.66,47.23,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Shaun Cavuto,M,B,Single-ply,,Juniors,90.0,90,,,,,,,,,,150.0,1,96.99,95.76,91.78,50.6,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Robert Marris,M,B,Single-ply,,Juniors,100.0,100,,,,,,,,,,142.5,2,87.71,86.72,82.83,45.31,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Dan Bellon,M,B,Single-ply,,Juniors,98.55,100,,,,,,,,,,162.5,1,100.66,99.49,95.05,52.06,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Ross Smith,M,B,Single-ply,,Masters 1,98.5,100,,,,,,,,,,145.5,1,90.15,89.1,85.12,46.62,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Simon Kraljev,M,B,Single-ply,,Masters 2,110.0,110,,,,,,,,,,135.0,1,79.96,79.45,75.93,41.07,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Michael Lukey,M,B,Single-ply,,Open,125.0,125,,,,,,,,,,152.5,1,86.43,86.9,83.16,44.25,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Bernie Sharp,M,B,Single-ply,46.5,Masters 1,,125+,,,,,,,,,,100.0,1,,,,,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Ron Seesink,M,B,Single-ply,,Open,,125+,,,,,,,,,,120.0,1,,,,,Yes,Australia,SA,Third State Bench Press,PA,1994-08-21,Yes
Sean Simpson #1,M,SBD,Single-ply,,Open,73.9,75,,,,,,,,,,425.0,1,307.82,306.0,295.86,52.72,Yes,Australia,SA,C D Novice Championships,PA,1998-03-01,Yes
Micheai Venning,M,SBD,Single-ply,,Open,60.0,60,,,,,,,,,,210.0,1,177.25,179.1,174.9,30.18,,Australia,SA,Foundation SA Grading,AusPF,1994-02-13,Yes
T. Ticehurst,M,SBD,Single-ply,,Sub-Juniors,67.5,67.5,,,,,,,,,,292.5,1,225.44,225.52,218.91,38.56,,Australia,SA,Foundation SA Grading,AusPF,1994-02-13,Yes
Chad Muir,M,SBD,Single-ply,,Sub-Juniors,75.0,75,,,,,,,,,,292.5,1,209.85,208.42,201.39,35.94,,Australia,SA,Foundation SA Grading,AusPF,1994-02-13,Yes
James Harrap,M,SBD,Single-ply,,Open,82.5,82.5,,,,,,,,,,560.0,1,379.34,375.15,360.97,64.9,,Australia,SA,Foundation SA Grading,AusPF,1994-02-13,Yes
Eugene Hogarth,M,SBD,Single-ply,,Open,82.5,82.5,,,,,,,,,,415.0,2,281.12,278.01,267.5,48.09,,Australia,SA,Foundation SA Grading,AusPF,1994-02-13,Yes
David Alpen,M,SBD,Single-ply,31.0,Open,100.0,100,,,,,,,,,,720.0,1,443.17,438.18,418.51,75.29,,Australia,SA,Foundation SA Grading,AusPF,1994-02-13,Yes
Rakesh Sikand,M,SBD,Single-ply,,Open,100.0,100,,,,,,,,,,555.0,2,341.61,337.77,322.61,58.04,,Australia,SA,Foundation SA Grading,AusPF,1994-02-13,Yes
Steve Little #1,M,SBD,Single-ply,33.5,Open,110.0,110,,,,,,,,,,600.0,1,355.36,353.1,337.47,60.08,,Australia,SA,Foundation SA Grading,AusPF,1994-02-13,Yes
Alison Clarke,F,SBD,Single-ply,,Open,52.0,52,,,,,,,,,,305.0,1,371.76,380.22,337.04,62.11,,Australia,SA,SA Masters and Juniors Championships,AusPF,1993-03-14,Yes
Daniel Thomas #1,M,SBD,Single-ply,,Open,52.0,52,,,,,,,,,,297.5,1,284.94,291.93,287.5,48.0,,Australia,SA,SA Masters and Juniors Championships,AusPF,1993-03-14,Yes
Doug Flynn,M,SBD,Single-ply,,Open,67.5,67.5,,,,,,,,,,350.5,2,270.15,270.24,262.32,46.21,,Australia,SA,SA Masters and Juniors Championships,AusPF,1993-03-14,Yes
Paul King,M,SBD,Single-ply,,Open,67.5,67.5,,,,,,,,,,510.0,1,393.08,393.22,381.69,67.24,,Australia,SA,SA Masters and Juniors Championships,AusPF,1993-03-14,Yes
Scott Morris,M,SBD,Single-ply,,Open,75.0,75,,,,,,,,,,515.0,1,369.47,366.97,354.58,63.27,,Australia,SA,SA Masters and Juniors Championships,AusPF,1993-03-14,Yes
Stephen John,M,SBD,Single-ply,,Open,75.0,75,,,,,,,,,,365.0,2,261.86,260.08,251.3,44.84,,Australia,SA,SA Masters and Juniors Championships,AusPF,1993-03-14,Yes
Pam Hancock,F,SBD,Single-ply,,Open,75.0,75,,,,,,,,,,317.5,1,309.24,301.83,265.5,52.41,,Australia,SA,SA Masters and Juniors Championships,AusPF,1993-03-14,Yes
Paul Benson,M,SBD,Single-ply,,Open,82.5,82.5,,,,,,,,,,502.5,1,340.39,336.63,323.9,58.23,,Australia,SA,SA Masters and Juniors Championships,AusPF,1993-03-14,Yes
Ben John,M,SBD,Single-ply,,Open,82.5,82.5,,,,,,,,,,410.0,2,277.73,274.66,264.28,47.51,,Australia,SA,SA Masters and Juniors Championships,AusPF,1993-03-14,Yes
Bernie Sharp,M,SBD,Single-ply,45.5,Open,,125+,,,,,,,,,,625.0,1,,,,,,Australia,SA,SA Masters and Juniors Championships,AusPF,1993-03-14,Yes
Daniel Thomas #1,M,B,Single-ply,,Sub-Juniors,56.0,56,,,,,,,,,,67.5,1,60.42,61.45,60.25,35.6,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Elizabeth Evans #1,F,B,Single-ply,,Open,60.0,60,,,,,,,,,,70.0,1,77.6,78.04,68.95,43.6,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
David Graham,M,B,Single-ply,,Masters 3,60.0,60,,,,,,,,,,60.0,1,50.64,51.17,49.97,28.96,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Michael Venning,M,B,Single-ply,,Open,60.0,60,,,,,,,,,,100.0,1,84.4,85.29,83.28,48.27,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Charlie McMahon,M,B,Single-ply,,Masters 2,67.5,67.5,,,,,,,,,,85.0,1,65.51,65.54,63.62,36.05,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Peter Donhardt,M,B,Single-ply,,Open,75.0,75,,,,,,,,,,60.0,3,43.05,42.75,41.31,23.1,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Darren Drewett,M,B,Single-ply,,Open,75.0,75,,,,,,,,,,75.0,1,53.81,53.44,51.64,28.87,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Debbie Mathews,F,B,Single-ply,,Open,75.0,75,,,,,,,,,,72.5,1,70.61,68.92,60.63,39.75,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
David Thistle,M,B,Single-ply,,Masters 2,75.0,75,,,,,,,,,,105.0,1,75.33,74.82,72.29,40.42,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Greg Connolly,M,B,Single-ply,,Masters 2,75.0,75,,,,,,,,,,87.5,2,62.77,62.35,60.24,33.69,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Allan Colquhoun,M,B,Single-ply,,Masters 2,82.5,82.5,,,,,,,,,,80.0,1,54.19,53.59,51.57,28.6,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Eugene Hegarth,M,B,Single-ply,,Open,82.5,82.5,,,,,,,,,,100.0,2,67.74,66.99,64.46,35.75,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Dean Allen,M,B,Single-ply,,Open,82.5,82.5,,,,,,,,,,107.5,1,72.82,72.01,69.29,38.43,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Nick Kouflidis,M,B,Single-ply,,Open,82.5,82.5,,,,,,,,,,80.0,3,54.19,53.59,51.57,28.6,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Eric Howard,M,B,Single-ply,,Masters 1,90.0,90,,,,,,,,,,125.0,1,80.83,79.8,76.48,42.17,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Julie Ann Holmes,F,B,Single-ply,29.5,Open,90.0,90,,,,,,,,,,100.0,2,89.15,86.41,75.11,50.91,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Donna Jaensch,F,B,Single-ply,20.5,Juniors,90.0,90,,,,,,,,,,65.0,1,57.95,56.16,48.82,33.09,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Harvey Huxtable,M,B,Single-ply,,Masters 2,90.0,90,,,,,,,,,,150.0,1,96.99,95.76,91.78,50.6,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
John Thompson,M,B,Single-ply,,Open,90.0,90,,,,,,,,,,85.0,3,54.96,54.26,52.01,28.67,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Jim Economos,M,B,Single-ply,,Open,90.0,90,,,,,,,,,,142.5,1,92.14,90.97,87.19,48.07,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Dan Bellon,M,B,Single-ply,,Juniors,100.0,100,,,,,,,,,,155.0,1,95.4,94.33,90.1,49.28,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Robert Harris,M,B,Single-ply,,Juniors,100.0,100,,,,,,,,,,150.0,2,92.33,91.29,87.19,47.69,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Nick Wood-Brignall,M,B,Single-ply,,Open,100.0,100,,,,,,,,,,95.0,1,58.47,57.82,55.22,30.2,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Barry Grant,M,B,Single-ply,,Open,110.0,110,,,,,,,,,,140.0,1,82.92,82.39,78.74,42.59,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Ross Smith,M,B,Single-ply,,Masters 1,110.0,110,,,,,,,,,,130.0,1,76.99,76.5,73.12,39.54,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Michael Lukey,M,B,Single-ply,,Open,110.0,110,,,,,,,,,,135.0,2,79.96,79.45,75.93,41.07,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Ron Seesink,M,B,Single-ply,,Open,,125+,,,,,,,,,,125.0,1,,,,,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Bernie Sharp,M,B,Single-ply,46.5,Masters 1,,125+,,,,,,,,,,100.0,1,,,,,Yes,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,PA,1994-04-17,Yes
Darren Drewett,M,SBD,Single-ply,,Open,73.35,75,,,,,,,,,,372.5,1,271.12,269.64,260.78,46.43,Yes,Australia,SA,Dean Bennett Memorial,PA,1998-03-01,Yes
Jim Economos,M,SBD,Single-ply,,Open,86.55,90,,,,,,,,,,500.0,1,329.9,325.86,312.86,56.37,Yes,Australia,SA,Dean Bennett Memorial,PA,1998-03-01,Yes
Donna Jaenech,M,SBD,Single-ply,,Open,95.55,100,,,,,,,,,,322.5,1,202.59,200.08,191.32,34.49,Yes,Australia,SA,Dean Bennett Memorial,PA,1998-03-01,Yes
Michael Lukey,M,SBD,Single-ply,,Open,101.45,110,,,,,,,,,,530.0,1,324.22,320.74,306.28,55.04,Yes,Australia,SA,Dean Bennett Memorial,PA,1998-03-01,Yes
Kevin Conway,M,SBD,Single-ply,39.0,Open,101.75,110,,,,,,,,,,315.0,2,192.45,190.41,181.83,32.67,Yes,Australia,SA,Dean Bennett Memorial,PA,1998-03-01,Yes
Natalie Smith #1,F,SBD,Single-ply,,Open,60.0,60,,,,,,,,,,210.0,1,232.79,234.13,206.86,39.0,,Australia,SA,City of Adelaide Powerlifting Championships,AusPF,1993-09-19,Yes
Charlie McMahon,M,SBD,Single-ply,,Open,67.5,67.5,,,,,,,,,,365.0,1,281.32,281.42,273.17,48.12,,Australia,SA,City of Adelaide Powerlifting Championships,AusPF,1993-09-19,Yes
John Ashworth,M,SBD,Single-ply,,Open,75.0,75,,,,,,,,,,425.0,1,304.9,302.84,292.61,52.22,,Australia,SA,City of Adelaide Powerlifting Championships,AusPF,1993-09-19,Yes
James Harrap,M,SBD,Single-ply,,Open,82.5,82.5,,,,,,,,,,572.5,1,387.81,383.52,369.02,66.34,,Australia,SA,City of Adelaide Powerlifting Championships,AusPF,1993-09-19,Yes
Ben John,M,SBD,Single-ply,,Open,90.0,90,,,,,,,,,,460.0,1,297.44,293.66,281.45,50.76,,Australia,SA,City of Adelaide Powerlifting Championships,AusPF,1993-09-19,Yes
Colin Sussa,M,SBD,Single-ply,,Open,125.0,125,,,,,,,,,,420.0,1,238.04,239.33,229.04,39.98,,Australia,SA,City of Adelaide Powerlifting Championships,AusPF,1993-09-19,Yes
Silvana Venditto,F,SBD,Single-ply,,Open,52.0,52,,,,,,,,,,297.5,1,362.62,370.87,328.75,60.59,Yes,Australia,SA,SA State Championships,PA,1994-05-01,Yes
D. Thomas,M,SBD,Single-ply,,Open,56.0,56,,,,,,,,,,332.5,G,297.61,302.69,296.77,50.45,Yes,Australia,SA,SA State Championships,PA,1994-05-01,Yes
Tony Zappia,M,SBD,Single-ply,,Open,60.0,60,,,,,,,,,,552.5,1,466.33,471.21,460.14,79.4,Yes,Australia,SA,SA State Championships,PA,1994-05-01,Yes
Pam Hancock,F,SBD,Single-ply,,Open,60.0,60,,,,,,,,,,302.5,1,335.34,337.25,297.98,56.19,Yes,Australia,SA,SA State Championships,PA,1994-05-01,Yes
Paul King,M,SBD,Single-ply,,Open,67.5,67.5,,,,,,,,,,510.0,1,393.08,393.22,381.69,67.24,Yes,Australia,SA,SA State Championships,PA,1994-05-01,Yes
John Aisworth,M,SBD,Single-ply,,Open,75.0,75,,,,,,,,,,430.0,1,308.49,306.4,296.06,52.83,Yes,Australia,SA,SA State Championships,PA,1994-05-01,Yes
Paul Benson,M,SBD,Single-ply,,Open,82.5,82.5,,,,,,,,,,520.0,1,352.24,348.35,335.18,60.26,Yes,Australia,SA,SA State Championships,PA,1994-05-01,Yes
John Powell,M,SBD,Single-ply,,Open,82.5,82.5,,,,,,,,,,610.0,1,413.21,408.64,393.19,70.69,Yes,Australia,SA,SA State Championships,PA,1994-05-01,Yes
Ben John,M,SBD,Single-ply,,Open,90.0,90,,,,,,,,,,493.5,1,319.1,315.05,301.94,54.46,Yes,Australia,SA,SA State Championships,PA,1994-05-01,Yes
Julie Ann Holmes,F,SBD,Single-ply,29.5,Open,90.0,90,,,,,,,,,,452.5,1,403.41,390.99,339.85,69.34,Yes,Australia,SA,SA State Championships,PA,1994-05-01,Yes
David Alpin,M,SBD,Single-ply,,Open,100.0,100,,,,,,,,,,735.0,1,452.4,447.31,427.23,76.86,Yes,Australia,SA,SA State Championships,PA,1994-05-01,Yes
Antoinette Bennett,F,SBD,Single-ply,,Open,56.0,56,,,,,,,,,,222.5,1,257.9,261.79,231.57,43.13,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Sarah Stojsavljevic,F,SBD,Single-ply,,Open,60.0,60,,,,,,,,,,292.5,1,324.25,326.1,288.13,54.33,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Romina Sich,F,SBD,Single-ply,,Open,67.5,67.5,,,,,,,,,,342.5,1,353.59,349.56,308.36,59.55,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Donna Jaensch,F,SBD,Single-ply,21.5,Open,75.0,75,,,,,,,,,,337.5,1,328.72,320.84,282.23,55.71,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Angela Sharp,F,SBD,Single-ply,,Open,90.0,90,,,,,,,,,,225.0,1,200.59,194.41,168.99,34.48,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Patrick O'Brien,M,SBD,Single-ply,,Open,56.0,56,,,,,,,,,,267.5,1,239.43,243.52,238.76,40.59,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Daniel Thomas #1,M,SBD,Single-ply,,Open,60.0,60,,,,,,,,,,365.0,1,308.08,311.3,303.99,52.46,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Ray Hope,M,SBD,Single-ply,21.5,Open,60.0,60,,,,,,,,,,465.0,2,392.48,396.59,387.27,66.83,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Nghiep Luu,M,SBD,Single-ply,19.5,Open,60.0,60,,,,,,,,,,385.0,3,324.96,328.36,320.64,55.33,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Jonathon Elliott,M,SBD,Single-ply,,Open,67.5,67.5,,,,,,,,,,,DQ,,,,,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Matthew Rumler,M,SBD,Single-ply,,Open,67.5,67.5,,,,,,,,,,407.5,1,314.08,314.19,304.98,53.72,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Glen Eaves,M,SBD,Single-ply,,Open,67.5,67.5,,,,,,,,,,320.0,2,246.64,246.73,239.49,42.19,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Christopher Shaw #1,M,SBD,Single-ply,,Open,67.5,67.5,,,,,,,,,,332.5,3,256.27,256.36,248.85,43.84,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Terry Ticehurst,M,SBD,Single-ply,,Open,75.0,75,,,,,,,,,,382.5,6,274.41,272.55,263.35,46.99,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Kieran Dauber,M,SBD,Single-ply,,Open,75.0,75,,,,,,,,,,457.5,2,328.22,326.0,314.99,56.21,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Guillau Steiner,M,SBD,Single-ply,,Open,75.0,75,,,,,,,,,,390.0,5,279.79,277.9,268.52,47.92,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Terry Hunter,M,SBD,Single-ply,,Open,75.0,75,,,,,,,,,,422.5,4,303.11,301.06,290.89,51.91,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Dean Johnson,M,SBD,Single-ply,19.5,Open,75.0,75,,,,,,,,,,,DQ,,,,,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Benjamin Barry,M,SBD,Single-ply,,Open,75.0,75,,,,,,,,,,427.5,3,306.7,304.62,294.34,52.52,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Peter Rellos,M,SBD,Single-ply,,Open,75.0,75,,,,,,,,,,657.5,1,471.71,468.51,452.69,80.78,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Jay Rose,M,SBD,Single-ply,22.5,Open,82.5,82.5,,,,,,,,,,400.0,1,270.96,267.96,257.83,46.35,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Hamish Hamilton,M,SBD,Single-ply,,Open,90.0,90,,,,,,,,,,515.0,3,333.0,328.77,315.1,56.83,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Lyndon Baker,M,SBD,Single-ply,21.5,Open,90.0,90,,,,,,,,,,595.0,1,384.73,379.84,364.04,65.66,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Ben John,M,SBD,Single-ply,,Open,90.0,90,,,,,,,,,,470.0,4,303.9,300.05,287.56,51.86,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Alan Mihaljevic,M,SBD,Single-ply,19.5,Open,90.0,90,,,,,,,,,,530.0,2,342.7,338.35,324.27,58.48,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Peter O'Shea,M,SBD,Single-ply,,Open,90.0,90,,,,,,,,,,,DQ,,,,,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Bill Ogburn,M,SBD,Single-ply,22.5,Open,100.0,100,,,,,,,,,,645.0,1,397.01,392.54,374.92,67.45,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Brooke Roberts,M,SBD,Single-ply,,Open,100.0,100,,,,,,,,,,625.0,2,384.7,380.37,363.29,65.36,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Glenn Roberts,M,SBD,Single-ply,,Open,,125+,,,,,,,,,,590.0,2,,,,,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
David Modra,M,SBD,Single-ply,,Open,,125+,,,,,,,,,,665.0,1,,,,,Yes,Australia,SA,Australian Junior Championships,PA,1995-04-22,Yes
Al Couch,M,B,Single-ply,,Open,52.0,52,,,,,,,,,,60.0,1,57.47,58.88,57.98,35.22,,Australia,SA,Colossus Bench Press Challenge 1st Qualifier,AusPF,1993-02-28,Yes
